m2_constr,distrito,cod_distrito,barrio,cod_barrio,letra_ce,tipologia,estado,amueblado,planta,dormitorios,banos,balcon,terraza,trastero,ascensor,antiguedad,jardin,tipo_inmueble,cancha_tenis,chimenea,exterior,piscina,porton_electrico,videoportero,armarios,codigo_postal,tipo_suelo,certificado_energetico,puerta_seguridad,orientacion_este,orientacion_oeste,orientacion_sur,aire,grupo_cocina,orientacion_norte,letra_emisiones,latitud,longitud,num_personas,total_transacciones,viv_nuevas_transacciones,lineas_metro,salidas_metro,estaciones_metroligero,estaciones_cercanias,estacion_bus_urbano,renta_bruta_media_por_persona,tamano_medio_del_hogar,tam_hogar,hog_con_10,hog_con_15_y_más,comercio_serviciosminoristas,hosteleria_restauracion,salud_bienestar_educacion,servicios_profesionales,cultura_entretenimiento,m2_areasverdes,ins_comunitaria,energia,eficiencia_carpinteria,num_garajes,cod_barrio_group,target,precio_mean_b,pm_tlogia_distrito,euro_m2_barrio,total_estaciones,habitaciones,m2_por_hab,atrib_lujo,atrib,serv_barrio,cod_barrio_frecuency,precio,coordenadas,lat_decimal,lon_decimal
182.0,Chamartín,5,Nueva España,55,0,Piso,1,0.0,4.0,4,2,0,1,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28016,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'53.32'' N ,3º40'54.53'' W  ,24466,186,26,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,5,1155000,1502470.9,1120715.5,6819.482,296,6,30.333334,2,3.0,1920,103,1155000,"40.46481111111111,-3.6818138888888887",40.46481111111111,-3.6818138888888887
40.0,Puente De Vallecas,13,San Diego,132,0,Piso,2,0.0,2.0,1,2,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28053,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'17.72'' N ,3º39'57.58'' W  ,45104,699,242,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,1,1,120000,171103.42,174892.8,2466.8286,321,3,13.333333,1,3.0,1012,94,120000,"40.38825555555555,-3.6659944444444443",40.38825555555555,-3.6659944444444443
73.0,Moratalaz,14,Pavones,141,0,Piso,1,0.0,3.0,3,1,0,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,1,28030,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'41.36'' N ,3º38'20.97'' W  ,8814,58,4,9,4,0,0,159,20091,2.46,11265,19,10,752,245,237,309,321,486635,1,0,0,1,2,193000,269970.0,275158.28,2937.6497,163,4,18.25,1,4.0,1864,10,193000,"40.394822222222224,-3.6391583333333335",40.394822222222224,-3.6391583333333335
87.0,Centro,1,Embajadores,12,3,Piso,0,0.0,0.0,3,1,0,0,0,1,mas_50,0,económico,0,0,1,0,0,0,1,28012,Desconocido,1,0,0,0,0,Desconocido,Independiente,0,3,40º24'36.91'' N ,3º42'16.42'' W  ,46204,750,9,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,1,3,295000,474367.94,870158.06,5945.187,210,4,21.75,1,6.0,3240,205,295000,"40.41025277777778,-3.7045611111111114",40.41025277777778,-3.7045611111111114
135.0,Centro,1,Palacio,11,0,Piso,0,0.0,2.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'37.23'' N ,3º42'42.73'' W  ,23501,258,33,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,1,4,820000,862438.4,870158.06,6941.3525,210,5,27.0,1,3.0,3240,211,820000,"40.41034166666667,-3.7118694444444444",40.41034166666667,-3.7118694444444444
239.0,Fuencarral-El Pardo,8,El Pardo,81,0,Piso,2,0.0,1.0,5,4,0,1,0,1,Desconocido,2,Desconocido,0,0,2,1,0,0,1,28048,Madera,0,0,1,0,1,Normal,Desconocido,0,0,40º31'25.35'' N ,3º46'45.77'' W  ,3421,24,0,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,2,0,6,1,5,1090000,927526.2,436910.75,3840.5605,469,9,26.555555,5,4.0,660,187,1090000,"40.52370833333333,-3.7793805555555555",40.52370833333333,-3.7793805555555555
52.0,Centro,1,Palacio,11,0,Piso,0,0.0,2.0,2,1,0,1,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28013,Desconocido,0,0,1,0,0,Normal,Independiente,0,0,40º24'37.23'' N ,3º42'42.73'' W  ,23501,258,33,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,400000,862438.4,870158.06,6941.3525,210,3,17.333334,1,3.0,3240,211,400000,"40.41034166666667,-3.7118694444444444",40.41034166666667,-3.7118694444444444
103.0,Moncloa-Aravaca,9,Casa De Campo,91,0,Casa,2,0.0,0.0,3,1,0,0,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28011,Madera,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'58.1'' N  ,3º43'33.15'' W  ,12767,95,15,6,14,1,3,351,36592,2.58,14738,26,59,532,200,235,347,207,19901426,0,0,0,1,4,719000,963750.0,1964321.9,6733.2124,369,4,25.75,1,3.0,1521,16,719000,"40.41613888888889,-3.7258750000000003",40.41613888888889,-3.7258750000000003
232.0,Salamanca,4,Recoletos,41,3,Piso,2,0.0,2.0,3,5,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,1,0,0,0,0,Normal,Desconocido,0,3,40º25'19.05'' N ,3º40'53.05'' W  ,15444,243,8,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,2,0,0,1,5,3995000,2479820.2,1769842.4,11784.251,205,8,29.0,1,6.0,7681,262,3995000,"40.42195833333333,-3.6814027777777776",40.42195833333333,-3.6814027777777776
83.0,Salamanca,4,Lista,45,0,Piso,2,0.0,6.0,2,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28006,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'54.02'' N ,3º40'23.99'' W  ,20969,247,2,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,849000,1352493.4,1769842.4,9809.669,205,4,20.75,1,3.0,7681,166,849000,"40.43167222222222,-3.6733305555555553",40.43167222222222,-3.6733305555555553
101.0,Centro,1,Cortes,13,0,Piso,2,0.0,4.0,2,2,1,0,0,0,mas_50,0,lujo,0,0,1,0,0,0,1,28014,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º24'44.8'' N  ,3º41'37.98'' W  ,10816,180,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,1,0,0,0,5,789000,984085.9,870158.06,6772.3047,210,4,25.25,0,3.0,3240,145,789000,"40.412444444444446,-3.6938833333333334",40.412444444444446,-3.6938833333333334
75.0,Carabanchel,11,Vista Alegre,114,0,Piso,0,0.0,2.0,3,1,0,1,0,1,mas_50,0,Desconocido,0,0,1,0,0,0,1,28025,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'20.68'' N ,3º44'6.97'' W   ,47727,505,36,3,16,0,0,289,15239,2.66,28825,139,57,1332,483,298,854,455,1560282,0,0,0,1,1,195000,233879.31,220952.16,2859.4014,305,4,18.75,2,3.0,3422,87,195000,"40.38907777777778,-3.7352694444444445",40.38907777777778,-3.7352694444444445
36.0,Salamanca,4,Fuente Del Berro,43,0,Piso,1,0.0,1.0,1,1,0,0,0,1,30_50,0,Desconocido,0,0,1,0,0,0,1,28028,Gres,0,0,0,1,0,Desconocido,Desconocido,1,0,40º25'17.43'' N ,3º39'58.0'' W   ,20929,255,1,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,1,0,0,1,4,185000,697932.44,1769842.4,6018.061,205,2,18.0,1,3.0,7681,74,185000,"40.42150833333333,-3.666111111111111",40.42150833333333,-3.666111111111111
55.0,Usera,12,Almendrales,124,3,Piso,0,0.0,0.5,2,1,0,0,0,1,Desconocido,0,económico,0,0,1,0,0,0,1,28026,Desconocido,1,0,0,0,0,Normal,Desconocido,0,3,40º23'14.07'' N ,3º42'2.03'' W   ,22834,135,21,2,4,0,2,186,13481,2.8,13483,77,26,1495,565,267,689,491,515144,1,0,0,1,1,177000,226296.17,224598.0,3122.5933,192,3,18.333334,1,6.0,3507,34,177000,"40.38724166666667,-3.700563888888889",40.38724166666667,-3.700563888888889
115.0,Hortaleza,16,Valdefuentes,166,0,Piso,2,0.0,3.0,3,2,0,0,0,1,10_30,0,Desconocido,0,0,2,0,0,0,1,28055,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º29'21.45'' N ,3º40'20.75'' W  ,69176,674,262,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,0,0,0,1,5,545000,1011412.2,481471.5,4680.8022,341,5,23.0,1,4.0,3934,69,545000,"40.48929166666667,-3.672430555555555",40.48929166666667,-3.672430555555555
380.0,Chamartín,5,El Viso,51,0,Piso,4,1.0,1.0,6,6,0,0,1,1,mas_50,0,Desconocido,0,0,2,0,0,0,4,28002,Madera,0,0,0,0,1,Normal,Desconocido,0,0,40º26'53.58'' N ,3º41'6.87'' W   ,17274,184,6,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,2,0,6,1,5,3950000,2036813.5,1120715.5,8183.374,296,12,31.666666,2,8.0,1920,116,3950000,"40.44821666666666,-3.6852416666666667",40.44821666666666,-3.6852416666666667
340.0,Salamanca,4,Castellana,46,0,Piso,2,1.0,3.0,5,4,0,1,0,1,Desconocido,1,Desconocido,0,0,2,0,0,0,1,28006,Desconocido,0,0,0,1,0,Normal,Amueblada,0,0,40º25'48.41'' N ,3º41'19.19'' W  ,16919,189,3,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,2,0,0,1,5,3945000,2323510.8,1769842.4,11284.615,205,9,37.77778,3,5.0,7681,272,3945000,"40.43011388888889,-3.688663888888889",40.43011388888889,-3.688663888888889
57.0,Fuencarral-El Pardo,8,El Pardo,81,0,Piso,1,0.0,4.0,3,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28048,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º31'25.35'' N ,3º46'45.77'' W  ,3421,24,0,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,5,170000,927526.2,436910.75,3840.5605,469,4,14.25,1,3.0,660,187,170000,"40.52370833333333,-3.7793805555555555",40.52370833333333,-3.7793805555555555
91.0,Hortaleza,16,Palomas,161,3,Piso,2,0.0,1.0,2,1,0,0,1,1,10_30,0,Desconocido,0,0,1,1,0,0,1,28043,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,3,40º26'59.48'' N ,3º37'10.55'' W  ,6922,50,0,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,0,2,0,1,4,470000,903500.0,481471.5,4673.7793,341,3,30.333334,3,6.0,3934,16,470000,"40.44985555555555,-3.619597222222222",40.44985555555555,-3.619597222222222
265.0,Salamanca,4,Recoletos,41,0,Piso,0,0.0,2.0,3,2,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'19.05'' N ,3º40'53.05'' W  ,15444,243,8,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,3500000,2479820.2,1769842.4,11784.251,205,5,53.0,1,3.0,7681,262,3500000,"40.42195833333333,-3.6814027777777776",40.42195833333333,-3.6814027777777776
225.0,Arganzuela,2,Atocha,27,0,Piso,0,0.0,3.0,5,3,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28045,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'47.26'' N ,3º40'32.91'' W  ,1949,5,0,4,9,0,4,186,27431,2.31,23071,17,13,1151,633,494,969,454,547811,2,0,0,1,3,1060000,362134.78,404461.3,4732.4434,199,8,28.125,2,4.0,3701,23,1060000,"40.39646111111111,-3.6758083333333333",40.39646111111111,-3.6758083333333333
210.0,Retiro,3,Ibiza,34,0,Piso,2,0.0,4.0,3,3,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28009,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'1.9'' N   ,3º40'41.21'' W  ,21492,257,0,4,8,0,0,138,33396,2.39,16179,10,13,408,160,169,349,164,1427833,0,0,0,1,5,1500000,1324904.2,1325221.9,10157.479,146,6,35.0,1,4.0,1250,143,1500000,"40.41719444444444,-3.678113888888889",40.41719444444444,-3.678113888888889
108.0,Centro,1,Universidad,15,3,Piso,4,1.0,3.0,3,3,1,0,0,1,mas_50,0,Desconocido,0,0,2,0,0,0,4,28015,Madera,1,0,0,0,1,Normal,Amueblada,0,3,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,1,0,6,0,4,1039000,724757.8,870158.06,6883.6953,210,6,18.0,0,12.0,3240,325,1039000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
72.0,Centro,1,Palacio,11,0,Piso,0,1.0,2.0,2,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'37.23'' N ,3º42'42.73'' W  ,23501,258,33,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,960000,862438.4,870158.06,6941.3525,210,4,18.0,0,4.0,3240,211,960000,"40.41034166666667,-3.7118694444444444",40.41034166666667,-3.7118694444444444
109.0,Vicálvaro,19,Valdebernardo,192,1,Piso,3,0.0,3.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28032,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,1,40º23'32.56'' N ,3º37'41.01'' W  ,17471,37,6,1,4,0,1,138,18214,2.69,7582,23,14,180,72,72,52,92,1063815,0,0,0,1,2,276000,312193.3,296210.44,3070.7537,143,5,21.8,1,5.0,468,30,276000,"40.392377777777774,-3.628058333333333",40.392377777777774,-3.628058333333333
184.0,Tetuán,6,Cuatro Caminos,62,0,Piso,0,0.0,1.0,7,2,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28020,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'24.65'' N ,3º42'5.69'' W   ,34753,416,20,6,12,0,0,166,22890,2.34,25992,70,28,1337,589,375,1502,538,301635,0,0,0,1,4,912000,673395.56,576069.7,5562.1284,178,9,20.444445,1,4.0,4341,103,912000,"40.45684722222222,-3.7015805555555557",40.45684722222222,-3.7015805555555557
144.0,Salamanca,4,Goya,42,0,Piso,0,0.0,2.0,2,2,0,0,0,1,mas_50,0,lujo,0,0,1,0,0,0,1,28001,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'21.71'' N ,3º40'48.03'' W  ,29477,478,4,6,18,0,1,186,38751,2.28,24741,11,30,2470,1051,928,2315,917,333527,0,0,0,1,5,1353450,1480537.9,1769842.4,10122.084,205,4,36.0,1,3.0,7681,346,1353450,"40.42269722222222,-3.6800083333333333",40.42269722222222,-3.6800083333333333
112.0,Centro,1,Universidad,15,0,Piso,0,0.0,1.0,3,3,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,919000,724757.8,870158.06,6883.6953,210,6,18.666666,0,3.0,3240,325,919000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
120.0,Puente De Vallecas,13,Palomeras Sureste,134,0,Piso,0,0.0,6.0,2,2,0,0,0,1,30_50,0,Desconocido,0,0,1,0,0,0,1,28018,Desconocido,0,0,0,0,1,Desconocido,Desconocido,0,0,40º23'39.51'' N ,3º38'21.59'' W  ,43162,424,39,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,2,0,0,1,1,299900,196125.86,174892.8,2371.3362,321,4,30.0,1,3.0,1012,58,299900,"40.394308333333335,-3.6393305555555555",40.394308333333335,-3.6393305555555555
147.0,Hortaleza,16,Valdefuentes,166,7,Piso,2,0.0,1.0,3,2,1,1,0,1,menos_5,0,Desconocido,0,0,1,0,0,0,1,28055,Desconocido,1,0,0,0,0,Normal,Desconocido,0,7,40º29'21.45'' N ,3º40'20.75'' W  ,69176,674,262,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,1,0,0,1,5,875000,1011412.2,481471.5,4680.8022,341,5,29.4,2,11.0,3934,69,875000,"40.48929166666667,-3.672430555555555",40.48929166666667,-3.672430555555555
370.0,Centro,1,Palacio,11,0,Piso,2,0.0,2.0,6,6,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28013,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º24'37.23'' N ,3º42'42.73'' W  ,23501,258,33,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,6100000,862438.4,870158.06,6941.3525,210,12,30.833334,0,3.0,3240,211,6100000,"40.41034166666667,-3.7118694444444444",40.41034166666667,-3.7118694444444444
111.0,Chamberí,7,Arapiles,72,0,Piso,0,0.0,1.0,2,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28015,Desconocido,0,0,0,1,0,Normal,Desconocido,0,0,40º25'47.31'' N ,3º42'23.02'' W  ,24190,312,25,9,22,0,0,151,36934,2.21,25648,21,39,1930,1116,1039,1910,905,19677,2,0,0,1,4,500000,913453.75,1373545.5,6686.091,173,3,37.0,1,4.0,6900,50,500000,"40.429808333333334,-3.7063944444444448",40.429808333333334,-3.7063944444444448
94.0,Villa De Vallecas,18,Ensanche De Vallecas,183,0,Piso,3,0.0,3.0,2,2,0,0,1,1,Desconocido,0,Desconocido,0,0,2,1,0,0,1,28031,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'18.32'' N ,3º35'37.69'' W  ,53208,730,345,1,5,0,1,158,17346,2.61,12370,27,11,0,0,0,0,0,2681389,0,0,0,1,3,280000,325844.3,248783.3,3488.365,164,4,23.5,3,4.0,0,72,280000,"40.37175555555556,-3.593802777777778",40.37175555555556,-3.593802777777778
131.0,Chamberí,7,Trafalgar,73,0,Piso,0,0.0,3.0,3,3,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28010,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'52.48'' N ,3º42'10.85'' W  ,24621,376,0,9,22,0,0,151,36934,2.21,25648,21,39,1930,1116,1039,1910,905,19677,0,0,0,1,5,1240000,1113238.8,1373545.5,8274.553,173,6,21.833334,1,3.0,6900,93,1240000,"40.431244444444445,-3.703013888888889",40.431244444444445,-3.703013888888889
137.0,Tetuán,6,Cuatro Caminos,62,0,Piso,0,0.0,2.0,4,1,0,1,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28020,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º27'24.65'' N ,3º42'5.69'' W   ,34753,416,20,6,12,0,0,166,22890,2.34,25992,70,28,1337,589,375,1502,538,301635,0,0,0,1,4,629000,673395.56,576069.7,5562.1284,178,5,27.4,2,4.0,4341,103,629000,"40.45684722222222,-3.7015805555555557",40.45684722222222,-3.7015805555555557
217.0,Hortaleza,16,Pinar Del Rey,164,0,Duplex,2,0.0,7.0,4,3,0,1,1,1,Desconocido,1,Desconocido,0,0,2,1,0,0,4,28033,Madera,0,0,1,0,0,Desconocido,Desconocido,0,0,40º28'31.78'' N ,3º39'2.96'' W   ,52031,448,62,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,0,2,0,1,3,1340000,381546.34,855090.0,3841.6995,341,7,31.0,5,7.0,3934,41,1340000,"40.47549444444444,-3.650822222222222",40.47549444444444,-3.650822222222222
90.0,Latina,10,Las Águilas,107,0,Piso,2,0.0,2.0,4,1,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28044,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'30.31'' N ,3º46'26.84'' W  ,51268,379,44,3,10,2,5,307,17267,2.49,30102,82,31,1223,499,366,628,523,1047962,0,0,0,1,1,250000,213344.11,244581.98,2512.5698,324,5,18.0,1,3.0,3239,56,250000,"40.391752777777775,-3.774122222222222",40.391752777777775,-3.774122222222222
75.0,Puente De Vallecas,13,Palomeras Bajas,133,0,Piso,0,0.0,0.5,3,2,0,0,0,1,mas_50,0,señorial,0,0,1,0,0,0,1,28018,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º22'41.93'' N ,3º39'27.24'' W  ,40477,315,47,1,7,0,3,311,13354,2.66,26108,123,50,423,137,90,189,173,1558120,0,0,0,1,1,219000,183506.9,174892.8,2329.5388,321,5,15.0,1,3.0,1012,52,219000,"40.37831388888889,-3.6575666666666664",40.37831388888889,-3.6575666666666664
40.0,Arganzuela,2,Delicias,25,0,Piso,1,0.0,3.0,2,1,0,0,1,1,10_30,0,Desconocido,0,0,2,0,0,0,1,28045,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º23'43.44'' N ,3º41'20.3'' W   ,28575,246,18,4,9,0,4,186,27431,2.31,23071,17,13,1151,633,494,969,454,547811,0,0,0,1,3,255000,387298.1,404461.3,4807.038,199,3,13.333333,2,4.0,3701,58,255000,"40.3954,-3.6889722222222225",40.3954,-3.6889722222222225
50.0,Centro,1,Justicia,14,0,Piso,3,0.0,2.0,1,1,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28004,Desconocido,0,0,0,0,1,Normal,Desconocido,0,0,40º25'8.76'' N  ,3º41'48.96'' W  ,18219,323,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,1,0,0,0,5,366000,1360566.5,870158.06,9035.9375,210,2,25.0,0,4.0,3240,206,366000,"40.4191,-3.6969333333333334",40.4191,-3.6969333333333334
101.0,Usera,12,Orcasur,122,0,Piso,3,0.0,1.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,2,0,0,0,1,28041,Desconocido,0,0,1,0,1,Normal,Desconocido,0,0,40º22'6.09'' N  ,3º42'6.24'' W   ,14390,12,2,2,4,0,2,186,13481,2.8,13483,77,26,1495,565,267,689,491,515144,1,0,0,1,3,415000,374775.0,224598.0,3610.839,192,5,20.2,1,4.0,3507,24,415000,"40.36835833333333,-3.7017333333333333",40.36835833333333,-3.7017333333333333
119.0,Hortaleza,16,Valdefuentes,166,4,Piso,2,0.0,3.0,2,2,0,1,0,1,Desconocido,1,Desconocido,0,0,1,0,0,0,1,28055,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,4,40º29'21.45'' N ,3º40'20.75'' W  ,69176,674,262,2,9,6,1,325,29047,2.65,19312,38,32,1114,603,596,1135,486,1758173,0,0,0,1,5,290000,1011412.2,481471.5,4680.8022,341,4,29.75,3,7.0,3934,69,290000,"40.48929166666667,-3.672430555555555",40.48929166666667,-3.672430555555555
153.0,Chamartín,5,Nueva España,55,1,Piso,0,0.0,3.0,3,2,0,0,0,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28016,Desconocido,1,0,0,0,0,Desconocido,Desconocido,0,1,40º27'53.32'' N ,3º40'54.53'' W  ,24466,186,26,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,5,899000,1502470.9,1120715.5,6819.482,296,5,30.6,1,4.0,1920,103,899000,"40.46481111111111,-3.6818138888888887",40.46481111111111,-3.6818138888888887
175.0,Chamberí,7,Almagro,74,0,Piso,0,0.0,1.0,4,3,0,0,0,1,Desconocido,0,lujo,0,0,1,0,0,0,1,28010,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'36.89'' N ,3º41'31.6'' W   ,19418,310,34,9,22,0,0,151,36934,2.21,25648,21,39,1930,1116,1039,1910,905,19677,0,0,0,1,5,1850000,2368570.0,1373545.5,10201.327,173,7,25.0,1,3.0,6900,126,1850000,"40.42691388888888,-3.6921111111111116",40.42691388888888,-3.6921111111111116
120.0,Fuencarral-El Pardo,8,Peñagrande,83,3,Casa,0,0.0,0.0,3,2,0,1,1,0,mas_50,2,Desconocido,0,0,1,0,0,0,1,28035,Desconocido,1,0,0,0,0,Normal,Desconocido,0,3,40º28'52.31'' N ,3º44'0.52'' W   ,44341,336,20,3,14,2,5,448,28798,2.67,23923,53,48,197,95,148,121,99,2811379,0,0,0,1,4,690000,820248.25,2106750.0,3907.5483,469,5,24.0,5,5.0,660,58,690000,"40.48119722222222,-3.733477777777778",40.48119722222222,-3.733477777777778
64.0,Centro,1,Cortes,13,0,Piso,0,1.0,1.0,2,2,1,1,0,1,5_10,2,Desconocido,0,0,1,0,0,0,1,28014,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º24'44.8'' N  ,3º41'37.98'' W  ,10816,180,0,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,5,204900,984085.9,870158.06,6772.3047,210,4,16.0,3,5.0,3240,145,204900,"40.412444444444446,-3.6938833333333334",40.412444444444446,-3.6938833333333334
114.0,Villaverde,17,Villaverde Alto,171,0,Piso,0,0.0,3.0,4,2,0,0,0,1,10_30,0,Desconocido,0,0,2,1,0,0,1,28021,Madera,0,1,0,0,0,Desconocido,Desconocido,0,0,40º19'22.54'' N ,3º41'33.28'' W  ,47817,11,0,1,4,0,5,193,13604,2.82,14009,78,28,139,64,45,79,54,711123,0,0,0,1,1,258000,218009.73,167689.4,2441.1577,202,6,19.0,2,5.0,381,85,258000,"40.32292777777778,-3.692577777777778",40.32292777777778,-3.692577777777778
99.0,Centro,1,Universidad,15,0,Piso,0,0.0,4.0,2,1,0,0,1,1,Desconocido,0,Desconocido,0,0,1,0,0,0,1,28015,Desconocido,0,0,0,0,0,Desconocido,Desconocido,0,0,40º25'32.9'' N  ,3º42'30.72'' W  ,32783,613,30,7,27,0,2,181,27030,1.99,34155,43,48,1208,1054,137,582,259,223280,0,0,0,0,4,420000,724757.8,870158.06,6883.6953,210,3,33.0,1,3.0,3240,325,420000,"40.425805555555556,-3.7085333333333335",40.425805555555556,-3.7085333333333335
565.0,Chamartín,5,Hispanoamérica,54,0,Casa,2,0.0,0.0,6,5,0,1,0,1,mas_50,2,lujo,0,0,1,0,0,0,1,28016,Desconocido,0,0,0,0,0,Normal,Desconocido,0,0,40º27'26.56'' N ,3º39'55.32'' W  ,31470,311,12,7,20,0,1,275,42678,2.45,20435,32,45,693,274,228,505,220,214209,0,0,0,1,5,3000000,1321864.5,2074482.8,7069.4688,296,11,51.363636,4,3.0,1920,112,3000000,"40.45737777777778,-3.6653666666666664",40.45737777777778,-3.6653666666666664
